region_name,month,electricity_rate,gas_rate,avg_monthly_consumption_kwh,avg_monthly_bill,heating_degree_days,cooling_degree_days
Montgomery County,Nov,0.11822168656798997,1.1660616404916706,1252.041881591375,148.01850289549193,103,65
Montgomery County,Dec,0.15368819253838698,2.098910952885007,1406.9126287436902,216.2258589710484,377,92
Morgan County,Jan,0.1560303423360947,1.815795802746358,1955.0110460314754,305.0410427831377,718,151
Morgan County,Feb,0.1560303423360947,1.815795802746358,1856.208310819599,289.62481818428614,547,93
Morgan County,Mar,0.12002334025853438,1.008775445970199,1150.7766875996238,138.12006193735877,135,95
Morgan County,Apr,0.12002334025853438,1.008775445970199,1219.4428416794938,146.36160311273196,180,106
Morgan County,May,0.12002334025853438,1.008775445970199,1087.6719638833108,130.54602221083493,70,181
Morgan County,Jun,0.19203734441365503,0.4035101783880796,1777.440667219269,341.33498558562354,95,418
Morgan County,Jul,0.19203734441365503,0.4035101783880796,1339.3079845805662,257.19714871085637,294,324
Morgan County,Aug,0.19203734441365503,0.4035101783880796,1177.667242320135,226.1560898181111,95,351
Morgan County,Sep,0.12002334025853438,1.008775445970199,1211.355262378776,145.39090483045402,107,99
Morgan County,Oct,0.12002334025853438,1.008775445970199,1049.1819547725167,125.92632275077601,206,119
Morgan County,Nov,0.12002334025853438,1.008775445970199,855.6251202012892,102.69498493566871,181,74
Morgan County,Dec,0.1560303423360947,1.815795802746358,1930.0623175534233,301.14828413785693,292,123
Shelby County,Jan,0.17662657371299742,1.8083945893089368,1563.4563421476105,276.1479368633882,691,83
Shelby County,Feb,0.17662657371299742,1.8083945893089368,1942.1762215007243,343.0399315505285,343,90
Shelby County,Mar,0.13586659516384417,1.004663660727187,1147.9127997479777,155.9630036467534,73,126
Shelby County,Apr,0.13586659516384417,1.004663660727187,1163.0614194791876,158.02119503106474,207,92
Shelby County,May,0.13586659516384417,1.004663660727187,883.8860344296112,120.09058601082361,108,82
Shelby County,Jun,0.21738655226215067,0.40186546429087483,1769.06361436671,384.570639859598,249,454
Shelby County,Jul,0.21738655226215067,0.40186546429087483,1792.4407131764685,389.652506771743,151,570
Shelby County,Aug,0.21738655226215067,0.40186546429087483,1545.8696188984231,336.051266699133,214,533
Shelby County,Sep,0.13586659516384417,1.004663660727187,1131.4298078187578,153.72351565521717,183,150
Shelby County,Oct,0.13586659516384417,1.004663660727187,1204.6613216951846,163.6732321043011,275,183
Shelby County,Nov,0.13586659516384417,1.004663660727187,1097.7015947647963,149.1409781866147,156,173
Shelby County,Dec,0.17662657371299742,1.8083945893089368,1694.2221650190982,299.24465611593985,374,150
Talladega County,Jan,0.1773100117903885,1.6815467741318813,1848.7911596188585,327.80918230998583,369,157
Talladega County,Feb,0.1773100117903885,1.6815467741318813,1289.2327171133593,228.59386827192432,641,175
Talladega County,Mar,0.1363923167618373,0.9341926522954895,1184.064177230724,161.49725632719716,275,56
Talladega County,Apr,0.1363923167618373,0.9341926522954895,1419.0978227549763,193.55403975723038,294,187
Talladega County,May,0.1363923167618373,0.9341926522954895,1313.1952106663557,179.10973714333326,299,111
Talladega County,Jun,0.2182277068189397,0.37367706091819586,1580.3915922637595,344.885233055653,53,354
Talladega County,Jul,0.2182277068189397,0.37367706091819586,1223.66507659671,267.0376235801222,259,500
Talladega County,Aug,0.2182277068189397,0.37367706091819586,1107.6478357641777,241.71944716177802,176,521
Talladega County,Sep,0.1363923167618373,0.9341926522954895,1157.4400758743764,157.86593346150295,116,148
Talladega County,Oct,0.1363923167618373,0.9341926522954895,854.9250187026322,116.6052039585091,205,192
Talladega County,Nov,0.1363923167618373,0.9341926522954895,1062.8173634069008,144.96012248977476,90,146
Talladega County,Dec,0.1773100117903885,1.6815467741318813,1645.5392267629827,291.77057969889125,425,161
Tuscaloosa County,Jan,0.20794821723881624,1.9541104104909148,1699.3751111024335,353.3820247737663,773,102
Tuscaloosa County,Feb,0.20794821723881624,1.9541104104909148,1860.876750196903,386.96600270460794,568,101
Tuscaloosa County,Mar,0.1599601671067817,1.085616894717175,1081.6880430659385,173.0270001262352,151,178
Tuscaloosa County,Apr,0.1599601671067817,1.085616894717175,1176.8818460842056,188.25421676456727,111,119
Tuscaloosa County,May,0.1599601671067817,1.085616894717175,962.7676500932012,154.004474193912,185,160
Tuscaloosa County,Jun,0.25593626737085073,0.43424675788687,1775.9786009008985,454.53733404508176,124,469
Tuscaloosa County,Jul,0.25593626737085073,0.43424675788687,1760.0376623910288,450.45746974447746,173,551
Tuscaloosa County,Aug,0.25593626737085073,0.43424675788687,1636.0714576202067,418.7300220153027,133,482
Tuscaloosa County,Sep,0.1599601671067817,1.085616894717175,860.6943536608346,137.6768126394506,129,178
Tuscaloosa County,Oct,0.1599601671067817,1.085616894717175,1141.5629019997186,182.60459256677765,112,179
Tuscaloosa County,Nov,0.1599601671067817,1.085616894717175,1377.475272148733,220.34117471837095,232,63
Tuscaloosa County,Dec,0.20794821723881624,1.9541104104909148,1232.4883968115444,256.29376488448736,276,66
Baldwin County,Jan,0.20100615637371663,2.16522222852691,1720.4308838480529,345.8171992689332,382,178
Baldwin County,Feb,0.20100615637371663,2.16522222852691,1420.926565262241,285.6149873726701,648,52
Baldwin County,Mar,0.15462012028747432,1.2029012380705053,896.020387677051,138.542780122655,50,86
Baldwin County,Apr,0.15462012028747432,1.2029012380705053,1036.6108209991,160.28088983417837,134,165
Baldwin County,May,0.15462012028747432,1.2029012380705053,1008.6940960730725,155.96440246808365,125,132
Baldwin County,Jun,0.24739219245995892,0.48116049522820215,1699.1365072622536,420.35310582036584,95,553
Baldwin County,Jul,0.24739219245995892,0.48116049522820215,1117.1876627329134,276.38350527271257,127,414
Baldwin County,Aug,0.24739219245995892,0.48116049522820215,1112.065642028067,275.11635734071535,81,582
Baldwin County,Sep,0.15462012028747432,1.2029012380705053,863.9121271884339,133.57819702368346,127,140
Baldwin County,Oct,0.15462012028747432,1.2029012380705053,1342.2607544510845,207.5405193103827,206,50
Baldwin County,Nov,0.15462012028747432,1.2029012380705053,1001.271175743062,154.8166696337731,117,171
Baldwin County,Dec,0.20100615637371663,2.16522222852691,1293.2807177039974,259.95738617792216,563,84
Etowah County,Jan,0.18779967469014416,2.0263836636300163,1695.7604933878822,318.46326901064265,760,86
Etowah County,Feb,0.18779967469014416,2.0263836636300163,1607.6394116499623,301.9141585269177,276,168
Etowah County,Mar,0.14446128822318782,1.1257687020166758,872.5686216812667,126.0523871512072,64,113
Etowah County,Apr,0.14446128822318782,1.1257687020166758,1434.2159366724204,207.18868180192382,108,190
Etowah County,May,0.14446128822318782,1.1257687020166758,1160.1266800108492,167.59339469645727,135,123
Etowah County,Jun,0.23113806115710053,0.4503074808066703,1207.5094004992518,279.10138166036984,63,434
Etowah County,Jul,0.23113806115710053,0.4503074808066703,1739.712222413686,402.11371006000985,138,400
Etowah County,Aug,0.23113806115710053,0.4503074808066703,1527.434491296388,353.04824686272923,85,409
Etowah County,Sep,0.14446128822318782,1.1257687020166758,1028.2055381061014,148.53589659302344,173,65
Etowah County,Oct,0.14446128822318782,1.1257687020166758,1035.7378677624795,149.62402663850554,175,60
Etowah County,Nov,0.14446128822318782,1.1257687020166758,1222.1261061599225,176.5499116670508,144,168
Etowah County,Dec,0.18779967469014416,2.0263836636300163,1257.0715659122898,236.07763114055814,305,113
Calhoun County,Jan,0.17849272830094476,1.7472254359751431,1299.5007460844868,231.9514335977333,263,73
Calhoun County,Feb,0.17849272830094476,1.7472254359751431,1455.5825028244867,259.8108921962603,474,86
Calhoun County,Mar,0.13730209869303442,0.9706807977639684,1167.9416149154752,160.36083487882658,173,121
Calhoun County,Apr,0.13730209869303442,0.9706807977639684,1040.3117422896212,142.83698551137215,113,89
Calhoun County,May,0.13730209869303442,0.9706807977639684,1187.1469262351172,162.9977644290665,217,110
Calhoun County,Jun,0.21968335790885507,0.3882723191055874,1740.3246546376167,382.32036398236016,192,391
Calhoun County,Jul,0.21968335790885507,0.3882723191055874,1597.4807321052297,350.939931423573,271,457
Calhoun County,Aug,0.21968335790885507,0.3882723191055874,1385.8570105078466,304.44972164989116,102,319
Calhoun County,Sep,0.13730209869303442,0.9706807977639684,1071.8688207080008,147.16983860683635,255,124
Calhoun County,Oct,0.13730209869303442,0.9706807977639684,883.5420928342434,121.31218362977746,230,70
Calhoun County,Nov,0.13730209869303442,0.9706807977639684,1229.2392650254214,168.7771308838735,239,170
Calhoun County,Dec,0.17849272830094476,1.7472254359751431,1382.59657552593,246.78343490516644,339,178
